GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,AF2AE001,AF2AE002,AF2AE003,AF2AE004,AF2AE005,AF2AE006,AF2AE007,AF2AE008,AF2AE009,AF2AE010,AF2AE011,AF2AE012,AF2AE013,AF2AE014,AF2AE015,AF2AE016,AF2AE017,AF2AE018,AF2AE019,AF2AE020,AF2AE021,AF2AE022,AF2AE023,AF2AE024,AF2AE025,AF2AE026,AF2AE027,AF2AE028,AF2AE029,AF2AE030,AF2AE031,AF2AE032,AF2AE033,AF2AE034,AF2AE035,AF2AE036,AF2AE037,AF2AE038,AF2AE039,AF2AE040,AF2AE041,AF2AE042,AF2AE043,AF2AE044,AF2AE045,AF2AE046,AF2AE047,AF2AE048,AF2AE049
G08000500828004,2012-2016,Colorado,8,Arapahoe County,5,82800,"Block Group 4, Census Tract 828, Arapahoe County, Colorado",864,411,54,10,21,24,25,0,8,0,37,26,15,70,47,7,7,0,6,38,8,0,8,0,0,453,35,6,39,0,8,0,0,9,33,79,15,54,18,56,58,0,0,6,37,0,0,0,0
G08000500829001,2012-2016,Colorado,8,Arapahoe County,5,82900,"Block Group 1, Census Tract 829, Arapahoe County, Colorado",1568,654,19,56,85,14,20,0,0,0,74,41,95,32,84,0,9,9,55,14,18,21,8,0,0,914,75,104,107,17,9,0,10,46,30,102,110,27,61,24,36,20,65,6,45,12,8,0,0
G08000500829002,2012-2016,Colorado,8,Arapahoe County,5,82900,"Block Group 2, Census Tract 829, Arapahoe County, Colorado",2369,1116,122,78,65,42,0,11,9,49,93,127,71,44,122,69,83,28,56,11,21,8,7,0,0,1253,105,49,82,52,32,0,25,25,150,193,46,88,53,71,108,55,42,8,4,14,0,0,51
G08000500829003,2012-2016,Colorado,8,Arapahoe County,5,82900,"Block Group 3, Census Tract 829, Arapahoe County, Colorado",701,283,8,25,30,0,0,0,8,26,7,28,11,64,27,9,8,0,0,18,7,7,0,0,0,418,16,22,28,27,20,25,0,8,17,24,24,50,38,23,27,16,26,14,6,0,7,0,0
G08000500830001,2012-2016,Colorado,8,Arapahoe County,5,83000,"Block Group 1, Census Tract 830, Arapahoe County, Colorado",3501,1770,123,68,135,84,62,0,0,31,124,183,173,93,149,170,81,61,59,37,18,89,20,10,0,1731,77,167,87,30,29,7,28,53,80,202,120,120,161,143,66,105,90,28,30,81,17,10,0
G08000500831001,2012-2016,Colorado,8,Arapahoe County,5,83100,"Block Group 1, Census Tract 831, Arapahoe County, Colorado",580,212,0,16,0,0,0,0,0,0,24,11,35,0,54,6,22,44,0,0,0,0,0,0,0,368,0,0,51,0,16,0,12,11,32,28,35,68,74,14,10,0,0,0,0,17,0,0,0
G08000500831002,2012-2016,Colorado,8,Arapahoe County,5,83100,"Block Group 2, Census Tract 831, Arapahoe County, Colorado",2769,1237,140,90,64,18,39,68,8,0,30,148,142,117,86,95,102,35,6,0,14,15,20,0,0,1532,145,157,45,128,19,14,0,0,168,188,111,88,92,104,115,0,40,0,20,61,20,17,0
G08000500831003,2012-2016,Colorado,8,Arapahoe County,5,83100,"Block Group 3, Census Tract 831, Arapahoe County, Colorado",1771,831,45,88,36,0,0,0,40,27,108,64,28,101,100,27,29,54,53,0,24,7,0,0,0,940,18,93,48,17,7,25,0,0,59,194,68,137,44,70,0,0,95,0,15,43,7,0,0
G08000500831004,2012-2016,Colorado,8,Arapahoe County,5,83100,"Block Group 4, Census Tract 831, Arapahoe County, Colorado",1097,534,69,19,53,20,23,0,0,0,56,62,27,9,20,27,118,0,0,16,0,0,15,0,0,563,0,97,84,9,9,27,0,14,75,77,0,40,51,11,45,0,11,13,0,0,0,0,0
G08000500832001,2012-2016,Colorado,8,Arapahoe County,5,83200,"Block Group 1, Census Tract 832, Arapahoe County, Colorado",1925,973,126,135,153,78,4,0,0,0,0,53,77,147,122,10,36,13,10,9,0,0,0,0,0,952,109,106,28,29,14,15,12,37,12,80,165,153,65,49,0,25,17,10,0,26,0,0,0
G08000500832002,2012-2016,Colorado,8,Arapahoe County,5,83200,"Block Group 2, Census Tract 832, Arapahoe County, Colorado",2026,1079,63,153,99,40,36,0,84,19,25,28,75,114,130,155,22,13,0,12,11,0,0,0,0,947,79,64,53,28,22,19,0,0,26,38,43,126,228,90,14,19,0,0,11,20,11,56,0
G08000500832003,2012-2016,Colorado,8,Arapahoe County,5,83200,"Block Group 3, Census Tract 832, Arapahoe County, Colorado",3589,1839,95,212,234,56,13,20,10,43,85,77,172,240,215,75,219,27,37,0,9,0,0,0,0,1750,86,204,76,158,10,72,0,35,112,103,263,231,120,110,105,39,0,26,0,0,0,0,0
G08000500832004,2012-2016,Colorado,8,Arapahoe County,5,83200,"Block Group 4, Census Tract 832, Arapahoe County, Colorado",1628,713,51,26,68,54,0,0,0,31,51,57,63,71,9,70,30,0,0,0,10,112,10,0,0,915,84,130,120,17,20,15,16,0,95,56,60,63,161,30,0,0,13,10,15,10,0,0,0
G08000500833001,2012-2016,Colorado,8,Arapahoe County,5,83300,"Block Group 1, Census Tract 833, Arapahoe County, Colorado",932,501,0,75,6,10,15,0,0,25,16,17,15,44,64,38,63,25,0,49,29,10,0,0,0,431,0,0,38,20,0,11,0,0,11,33,0,71,25,37,53,19,42,38,10,0,0,9,14
G08000500833002,2012-2016,Colorado,8,Arapahoe County,5,83300,"Block Group 2, Census Tract 833, Arapahoe County, Colorado",1582,650,54,23,51,25,14,3,12,2,67,58,55,16,59,50,70,16,9,9,8,19,21,9,0,932,47,24,16,56,33,11,13,0,59,50,59,50,86,106,47,30,46,64,37,35,28,20,15
G08000500833003,2012-2016,Colorado,8,Arapahoe County,5,83300,"Block Group 3, Census Tract 833, Arapahoe County, Colorado",1972,1039,55,96,51,73,33,0,0,36,94,63,135,83,71,81,53,57,0,19,8,11,0,9,11,933,70,80,24,0,7,14,20,26,86,151,39,50,39,88,92,10,17,17,37,19,13,8,26
G08000500834001,2012-2016,Colorado,8,Arapahoe County,5,83400,"Block Group 1, Census Tract 834, Arapahoe County, Colorado",2484,1290,96,176,87,48,17,0,0,22,63,169,134,157,55,67,57,30,12,32,0,25,0,43,0,1194,212,108,138,19,12,19,0,17,91,202,18,49,59,67,60,16,54,17,0,17,0,0,19
G08000500834002,2012-2016,Colorado,8,Arapahoe County,5,83400,"Block Group 2, Census Tract 834, Arapahoe County, Colorado",2292,1174,125,104,103,82,43,0,19,58,59,93,55,38,94,85,89,18,12,16,15,49,0,17,0,1118,76,100,76,69,15,0,0,46,150,89,78,95,68,85,76,13,17,0,30,17,0,18,0
G08000500834003,2012-2016,Colorado,8,Arapahoe County,5,83400,"Block Group 3, Census Tract 834, Arapahoe County, Colorado",2470,1412,182,155,0,0,37,0,121,105,77,144,23,117,58,63,190,14,26,50,49,0,0,1,0,1058,60,10,33,28,77,19,45,44,79,105,21,135,9,174,51,0,47,61,0,0,60,0,0
G08000500835001,2012-2016,Colorado,8,Arapahoe County,5,83500,"Block Group 1, Census Tract 835, Arapahoe County, Colorado",1250,595,42,14,19,28,51,18,28,16,39,31,52,50,27,72,55,9,16,0,0,22,6,0,0,655,88,78,64,14,11,0,6,0,28,48,61,84,47,31,36,17,3,0,0,39,0,0,0
G08000500835002,2012-2016,Colorado,8,Arapahoe County,5,83500,"Block Group 2, Census Tract 835, Arapahoe County, Colorado",1045,515,19,32,111,16,10,0,0,0,45,24,19,82,40,49,14,6,14,15,0,4,15,0,0,530,20,10,70,50,0,11,7,0,15,27,30,77,40,19,66,11,8,7,0,8,8,39,7
G08000500835003,2012-2016,Colorado,8,Arapahoe County,5,83500,"Block Group 3, Census Tract 835, Arapahoe County, Colorado",539,247,16,0,0,14,0,0,0,10,32,41,5,0,22,7,21,13,22,0,25,10,9,0,0,292,21,0,6,15,9,0,0,20,36,7,6,6,6,12,58,34,6,16,18,0,6,10,0
G08000500835004,2012-2016,Colorado,8,Arapahoe County,5,83500,"Block Group 4, Census Tract 835, Arapahoe County, Colorado",2369,1139,135,105,88,150,24,43,0,74,80,114,31,56,80,55,30,22,0,21,0,0,0,0,31,1230,17,106,139,113,24,53,32,54,70,122,99,99,79,72,15,52,30,7,0,14,0,33,0
G08000500835005,2012-2016,Colorado,8,Arapahoe County,5,83500,"Block Group 5, Census Tract 835, Arapahoe County, Colorado",670,384,10,48,15,9,13,0,0,0,35,47,24,5,30,15,47,9,31,12,9,17,0,0,8,286,11,0,0,0,0,9,15,10,9,37,29,21,15,24,19,23,5,9,34,0,16,0,0
G08000500836001,2012-2016,Colorado,8,Arapahoe County,5,83600,"Block Group 1, Census Tract 836, Arapahoe County, Colorado",1773,782,62,58,24,94,71,0,0,70,52,102,50,7,49,53,29,17,18,0,26,0,0,0,0,991,60,68,53,54,0,51,0,49,187,45,87,102,75,52,36,10,15,15,25,7,0,0,0
G08000500836002,2012-2016,Colorado,8,Arapahoe County,5,83600,"Block Group 2, Census Tract 836, Arapahoe County, Colorado",1395,666,11,52,58,24,12,0,0,57,102,76,20,47,32,0,34,40,44,44,0,0,13,0,0,729,36,0,64,18,12,0,19,20,49,39,64,92,28,33,78,19,45,37,22,17,14,23,0
G08000500836003,2012-2016,Colorado,8,Arapahoe County,5,83600,"Block Group 3, Census Tract 836, Arapahoe County, Colorado",482,182,12,0,0,0,0,0,0,11,31,25,20,0,0,19,9,20,9,0,11,0,15,0,0,300,23,12,0,0,9,0,0,31,19,0,10,9,35,33,8,16,19,10,10,16,28,0,12
G08000500837001,2012-2016,Colorado,8,Arapahoe County,5,83700,"Block Group 1, Census Tract 837, Arapahoe County, Colorado",1734,830,86,28,75,25,0,7,0,0,18,32,54,78,28,16,89,32,54,17,44,30,66,24,27,904,50,18,66,12,0,0,44,18,30,68,48,74,37,27,68,32,37,16,72,31,57,4,95
G08000500837002,2012-2016,Colorado,8,Arapahoe County,5,83700,"Block Group 2, Census Tract 837, Arapahoe County, Colorado",2772,1291,129,32,68,97,38,10,11,34,105,54,89,76,77,67,150,33,70,9,59,47,7,29,0,1481,90,60,65,178,0,33,0,62,65,70,58,162,92,83,209,50,72,7,14,54,16,41,0
G08000500838001,2012-2016,Colorado,8,Arapahoe County,5,83800,"Block Group 1, Census Tract 838, Arapahoe County, Colorado",1823,956,35,141,79,16,37,0,7,0,55,129,102,54,127,14,43,10,7,18,61,11,0,10,0,867,51,64,93,44,18,0,0,29,31,108,79,71,72,27,53,41,0,9,10,50,0,10,7
G08000500838002,2012-2016,Colorado,8,Arapahoe County,5,83800,"Block Group 2, Census Tract 838, Arapahoe County, Colorado",703,305,0,12,4,6,0,0,0,35,32,0,14,1,22,61,59,9,8,0,21,0,21,0,0,398,0,7,25,92,24,0,0,19,0,0,0,0,20,50,49,0,47,52,1,8,0,0,4
G08000500838003,2012-2016,Colorado,8,Arapahoe County,5,83800,"Block Group 3, Census Tract 838, Arapahoe County, Colorado",683,293,50,0,11,5,0,0,0,18,0,48,16,30,8,5,13,14,27,0,15,15,0,10,8,390,7,57,14,8,0,0,0,0,0,73,0,33,33,11,58,0,36,13,8,9,16,6,8
G08000500839001,2012-2016,Colorado,8,Arapahoe County,5,83900,"Block Group 1, Census Tract 839, Arapahoe County, Colorado",1880,855,28,56,32,21,8,17,9,46,128,74,54,48,42,39,36,23,24,19,80,32,14,25,0,1025,47,66,12,15,0,0,0,31,33,79,51,97,36,85,136,20,111,17,32,117,34,0,6
G08000500839002,2012-2016,Colorado,8,Arapahoe County,5,83900,"Block Group 2, Census Tract 839, Arapahoe County, Colorado",1101,451,36,0,29,20,0,0,0,17,53,59,47,56,32,17,0,45,18,0,8,14,0,0,0,650,68,0,37,0,0,0,0,24,94,11,74,61,15,79,55,19,38,8,29,16,15,7,0
G08000500840001,2012-2016,Colorado,8,Arapahoe County,5,84000,"Block Group 1, Census Tract 840, Arapahoe County, Colorado",1001,488,7,45,37,14,0,8,7,0,65,20,15,43,44,21,44,35,21,36,0,8,18,0,0,513,78,4,58,20,16,6,7,8,21,45,29,18,38,10,30,22,23,0,6,62,12,0,0
G08000500840002,2012-2016,Colorado,8,Arapahoe County,5,84000,"Block Group 2, Census Tract 840, Arapahoe County, Colorado",611,302,27,23,12,26,8,0,0,22,29,19,28,12,10,10,38,0,9,8,7,6,8,0,0,309,12,16,36,4,13,7,6,14,38,38,22,7,9,19,18,19,0,9,0,0,14,8,0
G08000500840003,2012-2016,Colorado,8,Arapahoe County,5,84000,"Block Group 3, Census Tract 840, Arapahoe County, Colorado",905,510,58,35,17,16,11,0,0,38,37,47,34,44,48,15,52,9,10,20,13,0,6,0,0,395,20,30,36,15,0,22,0,8,18,39,14,21,64,36,5,9,8,30,6,14,0,0,0
G08000500841001,2012-2016,Colorado,8,Arapahoe County,5,84100,"Block Group 1, Census Tract 841, Arapahoe County, Colorado",1222,609,0,35,51,32,65,0,13,24,0,70,74,43,81,61,24,8,9,0,0,7,5,7,0,613,43,68,61,39,32,13,0,0,0,89,35,71,54,54,23,0,16,0,0,8,7,0,0
G08000500841002,2012-2016,Colorado,8,Arapahoe County,5,84100,"Block Group 2, Census Tract 841, Arapahoe County, Colorado",1514,595,32,28,8,0,0,0,57,41,118,15,53,43,16,79,51,13,0,8,14,0,10,9,0,919,11,79,61,27,30,22,24,9,116,70,18,54,58,110,63,62,45,36,7,11,6,0,0
G08000500841003,2012-2016,Colorado,8,Arapahoe County,5,84100,"Block Group 3, Census Tract 841, Arapahoe County, Colorado",1615,961,24,19,240,50,38,11,35,19,30,125,44,103,53,43,31,5,23,22,32,14,0,0,0,654,46,9,34,52,6,0,0,21,39,16,81,107,66,58,6,34,40,7,32,0,0,0,0
G08000500842001,2012-2016,Colorado,8,Arapahoe County,5,84200,"Block Group 1, Census Tract 842, Arapahoe County, Colorado",1292,671,23,13,33,49,15,12,47,38,49,47,11,32,45,114,61,15,38,6,23,0,0,0,0,621,40,7,55,32,0,29,9,31,64,39,9,38,59,73,64,38,0,25,0,0,0,9,0
G08000500842002,2012-2016,Colorado,8,Arapahoe County,5,84200,"Block Group 2, Census Tract 842, Arapahoe County, Colorado",1192,632,62,172,85,22,0,0,0,0,60,55,92,11,23,30,7,8,0,0,0,5,0,0,0,560,35,40,76,39,0,33,0,33,18,79,97,14,10,28,33,0,0,7,0,18,0,0,0
G08000500842003,2012-2016,Colorado,8,Arapahoe County,5,84200,"Block Group 3, Census Tract 842, Arapahoe County, Colorado",1332,602,9,42,52,61,42,0,0,13,35,66,78,81,23,53,12,8,0,6,21,0,0,0,0,730,54,25,25,48,24,34,0,34,47,66,72,61,55,67,51,16,8,0,26,6,0,0,11
G08000500843001,2012-2016,Colorado,8,Arapahoe County,5,84300,"Block Group 1, Census Tract 843, Arapahoe County, Colorado",2649,1359,66,149,72,74,52,28,15,69,142,125,101,55,89,83,86,36,56,9,0,45,0,7,0,1290,60,77,115,50,24,59,15,62,21,136,94,70,83,124,81,19,48,34,38,39,7,0,34
G08000500843002,2012-2016,Colorado,8,Arapahoe County,5,84300,"Block Group 2, Census Tract 843, Arapahoe County, Colorado",883,420,10,0,16,47,22,0,5,29,31,0,68,15,38,25,26,11,22,12,12,11,0,20,0,463,40,9,54,31,0,0,0,20,12,35,51,22,21,47,36,19,25,10,11,20,0,0,0
G08000500844001,2012-2016,Colorado,8,Arapahoe County,5,84400,"Block Group 1, Census Tract 844, Arapahoe County, Colorado",1769,868,48,114,92,51,0,41,0,0,5,91,28,149,31,84,31,18,51,0,24,10,0,0,0,901,0,63,27,90,11,38,0,52,78,134,68,18,115,46,71,10,40,0,0,10,30,0,0
G08000500844002,2012-2016,Colorado,8,Arapahoe County,5,84400,"Block Group 2, Census Tract 844, Arapahoe County, Colorado",1294,642,30,37,58,31,18,22,0,18,66,33,45,65,45,66,59,10,21,0,0,0,18,0,0,652,67,0,33,41,1,11,0,20,60,60,41,68,32,65,61,23,8,14,18,0,0,0,29
G08000500845001,2012-2016,Colorado,8,Arapahoe County,5,84500,"Block Group 1, Census Tract 845, Arapahoe County, Colorado",1366,555,32,19,37,9,45,0,0,21,10,45,21,61,8,39,84,18,55,20,1,30,0,0,0,811,62,27,95,19,2,0,0,34,62,24,28,51,39,68,62,36,56,24,20,48,9,26,19
G08000500845002,2012-2016,Colorado,8,Arapahoe County,5,84500,"Block Group 2, Census Tract 845, Arapahoe County, Colorado",1656,873,64,108,81,20,0,25,29,77,89,150,63,63,39,8,13,0,19,16,0,9,0,0,0,783,57,0,17,0,16,61,16,24,142,94,97,91,46,0,12,0,63,14,19,0,0,0,14
G08000500846001,2012-2016,Colorado,8,Arapahoe County,5,84600,"Block Group 1, Census Tract 846, Arapahoe County, Colorado",874,446,48,43,49,29,9,0,0,25,19,53,34,63,6,18,0,0,24,0,0,7,19,0,0,428,15,57,32,18,36,0,4,8,16,63,45,19,36,7,17,0,17,0,13,9,0,8,8
G08000500846002,2012-2016,Colorado,8,Arapahoe County,5,84600,"Block Group 2, Census Tract 846, Arapahoe County, Colorado",977,425,13,18,0,18,0,0,0,0,28,34,129,36,34,41,42,17,0,7,8,0,0,0,0,552,42,88,71,31,0,0,0,38,43,33,61,16,8,39,57,8,10,7,0,0,0,0,0
G08000500846003,2012-2016,Colorado,8,Arapahoe County,5,84600,"Block Group 3, Census Tract 846, Arapahoe County, Colorado",1091,611,0,133,60,10,13,13,0,14,13,21,64,56,51,28,20,22,19,41,0,17,16,0,0,480,18,44,47,17,11,0,0,0,26,47,9,78,8,31,24,34,39,9,30,0,8,0,0
G08000500846004,2012-2016,Colorado,8,Arapahoe County,5,84600,"Block Group 4, Census Tract 846, Arapahoe County, Colorado",2531,1165,87,124,81,34,9,22,27,37,108,107,89,42,83,79,81,25,44,0,32,14,7,24,9,1366,59,47,93,60,18,50,10,117,95,77,88,84,113,128,65,39,77,24,26,43,8,16,29
G08000500847001,2012-2016,Colorado,8,Arapahoe County,5,84700,"Block Group 1, Census Tract 847, Arapahoe County, Colorado",989,418,9,11,32,21,19,0,0,12,36,11,21,9,22,67,58,0,19,33,31,7,0,0,0,571,22,29,34,25,0,24,0,14,70,4,41,31,9,116,39,0,28,20,20,33,12,0,0
G08000500847002,2012-2016,Colorado,8,Arapahoe County,5,84700,"Block Group 2, Census Tract 847, Arapahoe County, Colorado",1184,567,26,36,43,2,11,0,0,0,45,20,99,46,37,30,33,11,50,37,15,0,0,12,14,617,51,49,27,0,0,0,47,29,22,47,88,0,55,41,38,23,51,7,10,17,8,7,0
G08000500847003,2012-2016,Colorado,8,Arapahoe County,5,84700,"Block Group 3, Census Tract 847, Arapahoe County, Colorado",495,261,23,6,20,8,0,0,0,14,14,7,6,9,11,26,28,21,11,5,14,23,8,7,0,234,14,16,14,7,13,0,0,0,6,14,0,19,18,25,28,24,5,8,7,7,0,9,0
G08000500847004,2012-2016,Colorado,8,Arapahoe County,5,84700,"Block Group 4, Census Tract 847, Arapahoe County, Colorado",1993,889,133,43,110,11,0,0,0,22,34,149,102,75,56,35,19,40,10,14,0,14,22,0,0,1104,109,119,36,14,11,0,0,63,187,76,115,74,46,94,40,18,35,0,5,8,22,32,0
G08000500848001,2012-2016,Colorado,8,Arapahoe County,5,84800,"Block Group 1, Census Tract 848, Arapahoe County, Colorado",1463,703,58,43,43,40,18,0,0,0,45,77,66,8,97,73,62,0,16,22,0,35,0,0,0,760,31,31,90,48,23,9,0,32,67,83,56,40,64,76,53,0,22,35,0,0,0,0,0
G08000500848002,2012-2016,Colorado,8,Arapahoe County,5,84800,"Block Group 2, Census Tract 848, Arapahoe County, Colorado",1681,970,45,53,200,9,24,25,0,21,28,100,73,46,181,58,30,0,34,17,26,0,0,0,0,711,24,104,84,19,9,0,10,14,30,123,48,70,30,42,35,17,7,0,23,0,0,0,22
G08000500848003,2012-2016,Colorado,8,Arapahoe County,5,84800,"Block Group 3, Census Tract 848, Arapahoe County, Colorado",586,253,0,0,14,16,8,23,0,0,43,8,12,16,11,27,15,24,17,9,10,0,0,0,0,333,0,41,0,0,22,0,0,23,39,16,7,32,21,46,29,16,20,0,0,10,0,0,11
G08000500849001,2012-2016,Colorado,8,Arapahoe County,5,84900,"Block Group 1, Census Tract 849, Arapahoe County, Colorado",1583,826,58,76,76,39,9,20,5,19,15,36,74,47,72,29,92,6,49,58,12,12,11,0,11,757,43,42,97,27,10,0,0,20,9,0,69,100,24,43,69,31,75,36,12,0,11,11,28
G08000500849002,2012-2016,Colorado,8,Arapahoe County,5,84900,"Block Group 2, Census Tract 849, Arapahoe County, Colorado",1829,823,13,5,46,33,51,11,30,64,30,76,23,22,63,84,63,66,50,37,30,21,0,0,5,1006,62,0,31,10,14,29,24,20,77,64,115,75,60,131,81,49,84,12,38,0,22,0,8
G08000500850001,2012-2016,Colorado,8,Arapahoe County,5,85000,"Block Group 1, Census Tract 850, Arapahoe County, Colorado",1720,869,41,85,64,42,5,5,6,62,32,43,27,89,68,82,82,45,11,20,16,33,11,0,0,851,69,85,47,28,2,0,6,18,45,77,29,110,93,43,78,14,21,32,15,19,0,0,20
G08000500851001,2012-2016,Colorado,8,Arapahoe County,5,85100,"Block Group 1, Census Tract 851, Arapahoe County, Colorado",2006,1065,41,85,132,52,10,15,11,145,47,12,52,48,132,138,74,11,11,28,8,0,0,13,0,941,28,74,114,60,38,0,0,37,18,23,80,114,35,129,62,24,0,10,8,32,37,18,0
G08000500851002,2012-2016,Colorado,8,Arapahoe County,5,85100,"Block Group 2, Census Tract 851, Arapahoe County, Colorado",1945,953,48,119,67,80,13,0,0,18,57,19,34,140,37,111,100,24,29,21,17,10,9,0,0,992,57,175,128,8,22,0,0,18,72,21,74,74,39,133,42,13,61,7,9,39,0,0,0
G08000500851003,2012-2016,Colorado,8,Arapahoe County,5,85100,"Block Group 3, Census Tract 851, Arapahoe County, Colorado",2997,1390,49,167,188,86,16,0,13,45,60,27,92,137,215,69,88,12,13,21,62,18,12,0,0,1607,153,160,181,75,45,23,17,12,69,35,89,182,267,93,45,26,25,20,52,9,29,0,0
G08000500852001,2012-2016,Colorado,8,Arapahoe County,5,85200,"Block Group 1, Census Tract 852, Arapahoe County, Colorado",1335,700,30,43,87,61,44,15,8,0,5,12,28,48,49,81,57,24,20,20,13,26,12,4,13,635,27,29,41,47,15,19,12,21,22,7,36,66,72,61,61,14,32,8,11,24,10,0,0
G08000500852002,2012-2016,Colorado,8,Arapahoe County,5,85200,"Block Group 2, Census Tract 852, Arapahoe County, Colorado",1554,710,36,42,57,50,17,25,8,6,5,10,44,45,55,115,64,24,12,35,10,19,11,9,11,844,26,38,60,52,4,15,6,30,7,16,52,66,60,138,48,49,63,17,17,21,25,29,5
G08000500853001,2012-2016,Colorado,8,Arapahoe County,5,85300,"Block Group 1, Census Tract 853, Arapahoe County, Colorado",2450,1173,46,104,91,35,69,10,8,47,29,94,71,94,77,136,99,40,34,41,22,20,4,2,0,1277,95,57,86,24,0,8,0,56,99,116,38,91,118,137,105,32,43,25,80,47,5,1,14
G08000500854001,2012-2016,Colorado,8,Arapahoe County,5,85400,"Block Group 1, Census Tract 854, Arapahoe County, Colorado",1537,767,12,75,48,46,21,0,0,11,32,14,55,19,104,111,104,30,32,14,7,32,0,0,0,770,40,16,48,52,31,0,10,33,41,42,44,81,104,48,92,17,14,23,26,8,0,0,0
G08000500854002,2012-2016,Colorado,8,Arapahoe County,5,85400,"Block Group 2, Census Tract 854, Arapahoe County, Colorado",1235,573,18,64,21,45,25,10,0,8,10,17,73,66,67,30,30,26,15,34,7,7,0,0,0,662,12,25,91,33,27,10,0,10,9,78,59,31,32,79,52,16,22,7,30,19,0,8,12
G08000500854003,2012-2016,Colorado,8,Arapahoe County,5,85400,"Block Group 3, Census Tract 854, Arapahoe County, Colorado",1617,802,31,88,36,48,52,84,0,39,33,48,49,41,66,12,77,14,29,14,7,18,16,0,0,815,119,58,82,3,26,0,0,6,20,69,18,117,49,94,53,7,42,27,0,25,0,0,0
G08000500855001,2012-2016,Colorado,8,Arapahoe County,5,85500,"Block Group 1, Census Tract 855, Arapahoe County, Colorado",1753,953,11,86,70,21,28,8,0,0,44,10,88,61,101,131,90,51,23,24,42,23,30,0,11,800,28,81,57,41,0,0,12,10,32,31,68,23,112,53,98,8,47,10,17,30,42,0,0
G08000500855002,2012-2016,Colorado,8,Arapahoe County,5,85500,"Block Group 2, Census Tract 855, Arapahoe County, Colorado",2183,1098,55,16,132,76,54,13,0,39,32,34,18,111,53,110,153,36,77,17,38,10,8,0,16,1085,75,70,135,33,17,11,15,26,22,54,34,107,95,75,92,84,25,46,27,0,29,0,13
G08000500855003,2012-2016,Colorado,8,Arapahoe County,5,85500,"Block Group 3, Census Tract 855, Arapahoe County, Colorado",1416,709,11,81,44,52,41,0,0,30,51,67,73,79,53,25,29,16,24,0,0,0,18,15,0,707,53,20,46,46,52,0,0,9,49,20,96,46,34,69,62,9,37,0,17,20,22,0,0
G08000500856001,2012-2016,Colorado,8,Arapahoe County,5,85600,"Block Group 1, Census Tract 856, Arapahoe County, Colorado",1500,724,29,14,48,40,33,0,10,7,45,35,60,72,37,72,108,20,28,12,14,17,23,0,0,776,31,52,90,85,15,7,8,15,0,15,43,77,64,68,94,22,43,10,4,18,8,7,0
G08000500856002,2012-2016,Colorado,8,Arapahoe County,5,85600,"Block Group 2, Census Tract 856, Arapahoe County, Colorado",1783,938,28,35,141,104,30,16,5,21,33,9,71,57,82,117,96,17,5,11,24,32,4,0,0,845,90,36,104,39,8,0,21,8,53,24,49,84,83,74,81,11,19,0,21,23,0,17,0
G08000500857001,2012-2016,Colorado,8,Arapahoe County,5,85700,"Block Group 1, Census Tract 857, Arapahoe County, Colorado",1445,685,0,87,45,42,5,20,43,12,79,101,28,41,19,49,73,25,7,9,0,0,0,0,0,760,26,6,66,11,57,0,0,41,83,80,46,62,65,56,74,37,6,9,18,0,17,0,0
G08000500857002,2012-2016,Colorado,8,Arapahoe County,5,85700,"Block Group 2, Census Tract 857, Arapahoe County, Colorado",1046,574,29,29,81,19,36,34,48,42,22,7,50,52,0,79,0,0,0,10,21,15,0,0,0,472,36,17,39,20,13,15,44,13,24,8,69,77,29,26,0,8,15,10,9,0,0,0,0
G08000500857003,2012-2016,Colorado,8,Arapahoe County,5,85700,"Block Group 3, Census Tract 857, Arapahoe County, Colorado",703,353,23,13,16,9,9,0,0,13,36,17,15,33,36,34,47,17,9,8,0,0,18,0,0,350,8,7,28,15,0,0,15,0,22,19,15,37,20,58,60,9,17,0,10,0,10,0,0
G08000500857004,2012-2016,Colorado,8,Arapahoe County,5,85700,"Block Group 4, Census Tract 857, Arapahoe County, Colorado",1240,603,43,30,105,28,0,0,0,10,33,48,34,37,30,83,15,33,23,9,0,30,0,0,12,637,62,43,5,10,22,0,0,6,85,160,38,36,46,13,32,11,9,41,0,9,9,0,0
G08000500858001,2012-2016,Colorado,8,Arapahoe County,5,85800,"Block Group 1, Census Tract 858, Arapahoe County, Colorado",1793,908,60,20,54,49,54,0,33,29,36,45,91,42,77,59,98,27,36,14,8,31,31,7,7,885,41,42,95,21,7,0,0,7,67,55,49,62,101,89,80,33,49,8,23,31,10,0,15
G08000500859001,2012-2016,Colorado,8,Arapahoe County,5,85900,"Block Group 1, Census Tract 859, Arapahoe County, Colorado",1906,1004,63,87,96,129,0,13,0,40,81,38,102,99,71,85,36,20,17,0,27,0,0,0,0,902,76,72,114,21,33,0,0,31,43,109,64,113,46,97,35,23,0,0,0,0,25,0,0
G08000500859002,2012-2016,Colorado,8,Arapahoe County,5,85900,"Block Group 2, Census Tract 859, Arapahoe County, Colorado",2334,1219,53,76,200,108,21,18,0,20,157,43,143,56,97,102,40,0,32,10,14,20,9,0,0,1115,84,108,56,132,0,0,0,86,56,100,72,89,76,99,30,17,19,55,14,14,8,0,0
